User name,User id,External system id,Barcode,Active,Type,Patron group,Departments,Proxy for,Last name,First name,Middle name,Preferred first name,Email,Phone,Mobile phone,Date of birth,Addresses,Preferred contact type id,Enrollment date,Expiration date,Created date,Updated date,Tags,Custom fields
username:9600,de16b2eb-413f-466e-a551-209b2373f2df,externalsystemid:9600,000009600,true,,"UC Stu/Graduate, Quarter",,,Wall,Bernard,W,,fse.hosting@ebsco.org,906-338-9352,,1967-01-04 00:00:00.000Z,d588766f-8dac-4b4d-a3b4-2bac482c0363;United States;1638 Wood Duck Drive;;Alston;MI;49958;true;Home Address,001,,2025-12-01 00:00:00.000Z,2022-11-30 13:45:08.125Z,2022-11-30 13:45:08.125Z,,
username:9599,e3e72380-61dc-488f-9de0-ce178afdea77,externalsystemid:9599,000009599,true,,"UC Stu/Graduate, Quarter",,,Smith,Tracy,C,,fse.hosting@ebsco.org,505-402-3987,,1965-07-31 00:00:00.000Z,29401174-9831-4729-bd5a-97c3dafc8035;United States;3664 Reel Avenue;;Albuquerque;NM;87106;true;Home Address,001,,2025-12-01 00:00:00.000Z,2022-11-30 13:45:08.143Z,2022-11-30 13:45:08.143Z,,
username:9598,8d4cead8-d377-48c0-bec1-291c07d2858c,externalsystemid:9598,000009598,true,,"UC Stu/Graduate, Quarter",,,Terry,Joseph,K,,fse.hosting@ebsco.org,360-221-0982,,1971-11-22 00:00:00.000Z,5762a805-a79b-4d24-8bc0-fa450e83196d;United States;2809 Chardonnay Drive;;Langley;WA;98260;true;Home Address,001,,2025-12-01 00:00:00.000Z,2022-11-30 13:45:08.385Z,2022-11-30 13:45:08.385Z,,
username:9597,7e639ed3-032d-43bf-856e-5440ed9d333c,externalsystemid:9597,000009597,true,,"UC Stu/Graduate, Quarter",,,Guillory,Donna,M,,fse.hosting@ebsco.org,402-543-7236,,1986-02-27 00:00:00.000Z,ea840a70-baad-43d1-9c9a-0c31065e407c;United States;1746 Commerce Boulevard;;Bruno;NE;68014;true;Home Address,001,,2025-12-01 00:00:00.000Z,2022-11-30 13:45:08.408Z,2022-11-30 13:45:08.408Z,,
username:9596,4cec373b-3e6b-4e2b-9373-de98b22c8033,externalsystemid:9596,000009596,true,,"UC Stu/Graduate, Quarter",,,Cone,Mark,M,,fse.hosting@ebsco.org,910-379-8636,,1980-01-17 00:00:00.000Z,d2d6b38b-1e8a-4a8d-b934-04a2208680b8;United States;911 Twin Willow Lane;;Fayetteville;NC;28306;true;Home Address,001,,2025-12-01 00:00:00.000Z,2022-11-30 13:45:08.430Z,2022-11-30 13:45:08.430Z,,
username:9595,0de4882e-cdcc-41cf-a40d-39fc0e18a925,externalsystemid:9595,000009595,true,,"UC Stu/Graduate, Quarter",,,Suter,Nathan,M,,fse.hosting@ebsco.org,636-255-1253,,1976-09-03 00:00:00.000Z,7c60b27f-dc63-4566-b503-38256f6a7821;United States;4770 Irving Place;;Saint Charles;MO;63301;true;Home Address,001,,2025-12-01 00:00:00.000Z,2022-11-30 13:45:08.453Z,2022-11-30 13:45:08.453Z,,
username:9594,e64723a6-7250-4f17-9c06-3c34862f7b9e,externalsystemid:9594,000009594,true,,"UC Stu/Graduate, Quarter",,,Ellis,Thelma,M,,fse.hosting@ebsco.org,941-387-5550,,1989-04-25 00:00:00.000Z,9b19a5c5-dc4c-4a58-a1e7-82e2a3b0f540;United States;3544 Medical Center Drive;;Longboat Key;FL;34228;true;Home Address,001,,2025-12-01 00:00:00.000Z,2022-11-30 13:45:08.475Z,2022-11-30 13:45:08.475Z,,
username:9593,40c49247-8def-4aa0-a7b0-b9addec4392e,externalsystemid:9593,000009593,true,,"UC Stu/Graduate, Quarter",,,Bayne,Michelle,W,,fse.hosting@ebsco.org,307-244-8976,,1958-10-09 00:00:00.000Z,3ef0583f-0d2a-4282-b4b0-7ae0cf4558cb;United States;1282 Arbor Court;;Casper;WY;82601;true;Home Address,001,,2025-12-01 00:00:00.000Z,2022-11-30 13:45:08.650Z,2022-11-30 13:45:08.650Z,,
username:9592,870d6e59-0676-43ac-afe9-0f793f0c0f98,externalsystemid:9592,000009592,true,,"UC Stu/Graduate, Quarter",,,Bish,Luis,S,,fse.hosting@ebsco.org,786-663-6180,,1997-01-19 00:00:00.000Z,c076772d-4ac8-4409-a77d-6c62d1037c82;United States;2451 Lamberts Branch Road;;Sunrise;FL;33323;true;Home Address,001,,2025-12-01 00:00:00.000Z,2022-11-30 13:45:08.679Z,2022-11-30 13:45:08.679Z,,
username:9591,2c459960-5967-4bfe-a5c2-c8deec2207c5,externalsystemid:9591,000009591,true,,"UC Stu/Graduate, Quarter",,,Stjohn,Raymond,I,,fse.hosting@ebsco.org,603-971-8584,,1969-03-26 00:00:00.000Z,5dd7d0db-133e-4b2e-983f-3a666152107b;United States;154 Peck Street;;Portsmouth;NH;3801;true;Home Address,001,,2025-12-01 00:00:00.000Z,2022-11-30 13:45:08.705Z,2022-11-30 13:45:08.705Z,,
username:9590,3c41abd6-de1a-48d9-9601-42676d774ae0,externalsystemid:9590,000009590,true,,"UC Stu/Graduate, Quarter",,,Campbell,Christina,C,,fse.hosting@ebsco.org,508-678-9553,,1974-06-14 00:00:00.000Z,f1007883-3e81-47ef-87b7-9f7a67001089;United States;4656 Randolph Street;;Fall River;MA;2720;true;Home Address,001,,2025-12-01 00:00:00.000Z,2022-11-30 13:45:08.725Z,2022-11-30 13:45:08.725Z,,
username:9589,d2f9893f-7709-4c1a-8695-fddbe7467cb9,externalsystemid:9589,000009589,true,,"UC Stu/Graduate, Quarter",,,Stallard,Hector,E,,fse.hosting@ebsco.org,702-205-8350,,1998-12-27 00:00:00.000Z,6d243096-251a-4870-b12a-42f1795d264d;United States;847 Hiney Road;;Las Vegas;NV;89119;true;Home Address,001,,2025-12-01 00:00:00.000Z,2022-11-30 13:45:08.745Z,2022-11-30 13:45:08.745Z,,
username:9588,abb086b6-c951-4e3a-9538-4471630b777e,externalsystemid:9588,000009588,true,,"UC Stu/Graduate, Quarter",,,Calles,Christine,G,,fse.hosting@ebsco.org,831-335-9779,,1964-06-04 00:00:00.000Z,9ebad883-1328-4739-b7a0-0cb471973d0d;United States;3697 Ventura Drive;;Felton;CA;95018;true;Home Address,001,,2025-12-01 00:00:00.000Z,2022-11-30 13:45:08.766Z,2022-11-30 13:45:08.766Z,,
username:9587,bd2397d4-cdc3-4515-9573-82966dc22aa4,externalsystemid:9587,000009587,true,,"UC Stu/Graduate, Quarter",,,Weir,Mai,F,,fse.hosting@ebsco.org,812-296-2251,,2000-06-21 00:00:00.000Z,42183fae-d2f2-4811-a921-c6f60c88eb0c;United States;2069 Charack Road;;Loogootee;IN;47553;true;Home Address,001,,2025-12-01 00:00:00.000Z,2022-11-30 13:45:08.787Z,2022-11-30 13:45:08.787Z,,
username:9586,370b1a59-212f-45a3-9775-f4672b8b5917,externalsystemid:9586,000009586,true,,"UC Stu/Graduate, Quarter",,,Whitt,Linda,N,,fse.hosting@ebsco.org,256-581-8013,,1999-08-17 00:00:00.000Z,a383c7be-bb64-44dc-b097-354ead3e6c43;United States;2675 Marcus Street;;Birmingham;AL;35203;true;Home Address,001,,2025-12-01 00:00:00.000Z,2022-11-30 13:45:08.805Z,2022-11-30 13:45:08.805Z,,
username:9585,1c7b8b77-67a1-4d90-845c-51351dfb4868,externalsystemid:9585,000009585,true,,"UC Stu/Graduate, Quarter",,,Harris,Lori,K,,fse.hosting@ebsco.org,540-396-4417,,1990-03-03 00:00:00.000Z,8b106b45-f069-4fcf-8686-0ac856f55b87;United States;2069 Hurry Street;;Mcdowell;VA;24458;true;Home Address,001,,2025-12-01 00:00:00.000Z,2022-11-30 13:45:08.826Z,2022-11-30 13:45:08.826Z,,
username:9584,49b83a81-105d-4ed2-a749-7cc796e15bf2,externalsystemid:9584,000009584,true,,"UC Stu/Graduate, Quarter",,,Murphy,Dorothy,M,,fse.hosting@ebsco.org,361-224-7901,,1964-02-24 00:00:00.000Z,3282075a-b348-467a-ad2b-17d2a0cfb13b;United States;3554 Boone Street;;Corpus Christi;TX;78411;true;Home Address,001,,2025-12-01 00:00:00.000Z,2022-11-30 13:45:09.028Z,2022-11-30 13:45:09.028Z,,
username:9583,1a4c3b3c-489f-41b4-84fb-9ea2436ea376,externalsystemid:9583,000009583,true,,"UC Stu/Graduate, Quarter",,,Olivo,Bobby,D,,fse.hosting@ebsco.org,734-655-2473,,1995-04-20 00:00:00.000Z,735cdbca-4de9-4424-8961-620f0ee2e3f7;United States;26 Daylene Drive;;Livonia;MI;48154;true;Home Address,001,,2025-12-01 00:00:00.000Z,2022-11-30 13:45:09.049Z,2022-11-30 13:45:09.049Z,,
username:9582,963e37e1-aa7c-424e-be70-85ba0383d267,externalsystemid:9582,000009582,true,,"UC Stu/Graduate, Quarter",,,Morales,Lillian,J,,fse.hosting@ebsco.org,352-381-2825,,1995-07-15 00:00:00.000Z,bf0cbded-47e3-43d8-8e87-a9c3e051c457;United States;2939 Rhapsody Street;;Gainesville;FL;32601;true;Home Address,001,,2025-12-01 00:00:00.000Z,2022-11-30 13:45:09.073Z,2022-11-30 13:45:09.073Z,,
username:9581,31fe587a-0412-4675-8cdd-f2c486713f22,externalsystemid:9581,000009581,true,,"UC Stu/Graduate, Quarter",,,Alvarez,Misty,T,,fse.hosting@ebsco.org,954-681-7375,,1973-02-04 00:00:00.000Z,b35b0fad-49ea-4fcd-82cf-51892c78d44f;United States;933 Foley Street;;Miami;FL;33128;true;Home Address,001,,2025-12-01 00:00:00.000Z,2022-11-30 13:45:09.099Z,2022-11-30 13:45:09.099Z,,
username:9580,5056224c-d994-458e-992b-455fe489a8d7,externalsystemid:9580,000009580,true,,"UC Stu/Graduate, Quarter",,,Waters,Nicolas,D,,fse.hosting@ebsco.org,580-246-5162,,1996-11-16 00:00:00.000Z,70131307-87dc-4f8f-b581-d78bb292f7d1;United States;336 Luke Lane;;Indiahoma;OK;73552;true;Home Address,001,,2025-12-01 00:00:00.000Z,2022-11-30 13:45:09.119Z,2022-11-30 13:45:09.119Z,,
username:9579,28e27f8a-8568-4c41-bfd5-7799fb42fd7e,externalsystemid:9579,000009579,true,,"UC Stu/Graduate, Quarter",,,Cremeans,Hiram,E,,fse.hosting@ebsco.org,336-333-7568,,1993-04-17 00:00:00.000Z,12044b9d-5579-40d1-8d86-2782590a9b86;United States;3618 Havanna Street;;Greensboro;NC;27401;true;Home Address,001,,2025-12-01 00:00:00.000Z,2022-11-30 13:45:09.138Z,2022-11-30 13:45:09.138Z,,
username:9578,5e31c8e7-06cc-42cd-9118-ce1a475166ed,externalsystemid:9578,000009578,true,,"UC Stu/Graduate, Quarter",,,Bushong,Mary,A,,fse.hosting@ebsco.org,248-249-9872,,1967-12-05 00:00:00.000Z,6cb7cbd7-bade-4ca7-9c33-d1a044a6b09c;United States;3508 Tennessee Avenue;;Westland;MI;48185;true;Home Address,001,,2025-12-01 00:00:00.000Z,2022-11-30 13:45:09.159Z,2022-11-30 13:45:09.159Z,,
username:9577,afd95b1d-0d50-475b-a6c2-c524f3d2ea7c,externalsystemid:9577,000009577,true,,"UC Stu/Graduate, Quarter",,,Vanhorn,Teresa,A,,fse.hosting@ebsco.org,603-495-0819,,1998-09-16 00:00:00.000Z,034a1f0d-bde6-439f-8844-74f48ef5bf8e;United States;1219 Grasselli Street;;Washington;NH;3280;true;Home Address,001,,2025-12-01 00:00:00.000Z,2022-11-30 13:45:09.178Z,2022-11-30 13:45:09.178Z,,
username:9576,45d9b6d0-e1e7-4d59-b1b3-1911b682b8e2,externalsystemid:9576,000009576,true,,"UC Stu/Graduate, Quarter",,,Kelley,Lucille,J,,fse.hosting@ebsco.org,305-560-5229,,1972-06-10 00:00:00.000Z,1400e329-439c-4a8b-aaa6-3729c661a1b3;United States;2747 Poplar Lane;;Miami;FL;33142;true;Home Address,001,,2025-12-01 00:00:00.000Z,2022-11-30 13:45:09.200Z,2022-11-30 13:45:09.200Z,,
username:9575,6df29572-ca37-4228-80f8-3b0dc8a27b3b,externalsystemid:9575,000009575,true,,"UC Stu/Graduate, Quarter",,,Becnel,John,N,,fse.hosting@ebsco.org,586-775-0963,,1969-05-23 00:00:00.000Z,9bda79b4-0543-4017-923a-a29a3c8721d4;United States;4713 Ritter Avenue;;Roseville;MI;48066;true;Home Address,001,,2025-12-01 00:00:00.000Z,2022-11-30 13:45:09.340Z,2022-11-30 13:45:09.340Z,,
username:9574,7035fb5a-b59d-4f18-8f60-9c99d9a010d7,externalsystemid:9574,000009574,true,,"UC Stu/Graduate, Quarter",,,Perez,Aura,R,,fse.hosting@ebsco.org,219-996-7664,,1988-05-13 00:00:00.000Z,a45e09b2-dc70-4974-8036-465316c897ef;United States;2990 Jadewood Drive;;Hebron;IN;46341;true;Home Address,001,,2025-12-01 00:00:00.000Z,2022-11-30 13:45:09.365Z,2022-11-30 13:45:09.365Z,,
username:9573,d0e837b7-38a0-4ea3-b481-7fad347331c9,externalsystemid:9573,000009573,true,,"UC Stu/Graduate, Quarter",,,Wood,Adrienne,J,,fse.hosting@ebsco.org,978-922-5730,,1997-11-13 00:00:00.000Z,6bab0c2c-6b68-4fe1-a2a4-b662969f0c24;United States;3936 Russell Street;;Beverly;MA;1915;true;Home Address,001,,2025-12-01 00:00:00.000Z,2022-11-30 13:45:09.386Z,2022-11-30 13:45:09.386Z,,
username:9572,fc6171e3-2a1e-4d7d-b00c-0b6d4b9dc243,externalsystemid:9572,000009572,true,,"UC Stu/Graduate, Quarter",,,Dyess,Mark,J,,fse.hosting@ebsco.org,205-616-1845,,1973-12-07 00:00:00.000Z,f7198d8c-cf86-4e91-982e-de2411538347;United States;2698 Strother Street;;Birmingham;AL;35222;true;Home Address,001,,2025-12-01 00:00:00.000Z,2022-11-30 13:45:09.406Z,2022-11-30 13:45:09.406Z,,
username:9571,957280e8-6c92-4876-977f-e0949c1a4a93,externalsystemid:9571,000009571,true,,"UC Stu/Graduate, Quarter",,,Mack,Kevin,J,,fse.hosting@ebsco.org,412-464-5705,,1985-03-11 00:00:00.000Z,59361c1e-7d07-4913-af43-4d3766772789;United States;4487 Chandler Hollow Road;;Homestead;PA;15120;true;Home Address,001,,2025-12-01 00:00:00.000Z,2022-11-30 13:45:09.436Z,2022-11-30 13:45:09.436Z,,
username:9570,c4350443-a850-4e69-a5ef-5d31b7d73922,externalsystemid:9570,000009570,true,,"UC Stu/Graduate, Quarter",,,Purnell,Benito,R,,fse.hosting@ebsco.org,307-709-6484,,1956-10-31 00:00:00.000Z,bb404b68-5aef-46fc-a12b-882b34bef234;United States;1070 Archwood Avenue;;Mountain View;WY;82939;true;Home Address,001,,2025-12-01 00:00:00.000Z,2022-11-30 13:45:09.640Z,2022-11-30 13:45:09.640Z,,
username:9569,592e0643-dd48-4537-9117-69ee8c0506e6,externalsystemid:9569,000009569,true,,"UC Stu/Graduate, Quarter",,,Jensen,Patricia,M,,fse.hosting@ebsco.org,706-393-3700,,2000-08-18 00:00:00.000Z,62e273c4-73d3-49a6-be9b-043b75398afe;United States;939 Davis Street;;Columbus;GA;31901;true;Home Address,001,,2025-12-01 00:00:00.000Z,2022-11-30 13:45:09.664Z,2022-11-30 13:45:09.664Z,,
username:9568,5e28fba5-073c-4590-b4c8-ed71eadd4a6b,externalsystemid:9568,000009568,true,,"UC Stu/Graduate, Quarter",,,Cole,Kelly,J,,fse.hosting@ebsco.org,678-713-7298,,1964-04-24 00:00:00.000Z,71c7f1af-4ab3-45dc-a836-412ce8fcb5b8;United States;2868 Kuhl Avenue;;Atlanta;GA;30303;true;Home Address,001,,2025-12-01 00:00:00.000Z,2022-11-30 13:45:09.687Z,2022-11-30 13:45:09.687Z,,
username:9567,5c832e7d-e1f0-4c0f-a42e-7d84500cce71,externalsystemid:9567,000009567,true,,"UC Stu/Graduate, Quarter",,,Rosenberger,Francisco,P,,fse.hosting@ebsco.org,843-536-5628,,1966-07-17 00:00:00.000Z,a0a23920-79cc-4922-8385-c34c97683f7e;United States;4264 Khale Street;;Florence;SC;29501;true;Home Address,001,,2025-12-01 00:00:00.000Z,2022-11-30 13:45:09.710Z,2022-11-30 13:45:09.710Z,,
username:9566,72f272e4-1ade-40a8-93aa-e5664bffa11d,externalsystemid:9566,000009566,true,,"UC Stu/Graduate, Quarter",,,Erhardt,Nancy,F,,fse.hosting@ebsco.org,714-701-4040,,1982-12-11 00:00:00.000Z,7ddd1e30-11ae-4542-b2ee-043090f16602;United States;4672 Alpaca Way;;Yorba Linda;CA;92686;true;Home Address,001,,2025-12-01 00:00:00.000Z,2022-11-30 13:45:09.730Z,2022-11-30 13:45:09.730Z,,
username:9565,fbcd789d-1fe5-4812-a375-358d16e77cdc,externalsystemid:9565,000009565,true,,"UC Stu/Graduate, Quarter",,,Amen,Eric,D,,fse.hosting@ebsco.org,361-985-3885,,1992-01-13 00:00:00.000Z,10071548-0653-476d-a687-f4b8242913b9;United States;2140 Franklin Avenue;;Corpus Christi;TX;78412;true;Home Address,001,,2025-12-01 00:00:00.000Z,2022-11-30 13:45:09.752Z,2022-11-30 13:45:09.752Z,,
username:9564,6c68a4f2-6148-4062-abe9-16ee4e33de74,externalsystemid:9564,000009564,true,,"UC Stu/Graduate, Quarter",,,Middleton,Arlene,J,,fse.hosting@ebsco.org,541-426-9828,,1982-06-07 00:00:00.000Z,86e0ff7a-3070-48e6-b348-755c816bc581;United States;4358 Sycamore Road;;Enterprise;OR;97828;true;Home Address,001,,2025-12-01 00:00:00.000Z,2022-11-30 13:45:09.776Z,2022-11-30 13:45:09.776Z,,
username:9563,e2c360b8-cc47-4c85-8674-5a413eac190a,externalsystemid:9563,000009563,true,,"UC Stu/Graduate, Quarter",,,Maldonado,Whitney,N,,fse.hosting@ebsco.org,917-543-3467,,1969-12-04 00:00:00.000Z,0dbd47fc-c3c0-41b4-98ba-8b06072efc74;United States;4449 Duncan Avenue;;New York;NY;10007;true;Home Address,001,,2025-12-01 00:00:00.000Z,2022-11-30 13:45:09.798Z,2022-11-30 13:45:09.798Z,,
username:9562,53feab88-6c86-4aab-a1f1-1b77c1a3b058,externalsystemid:9562,000009562,true,,"UC Stu/Graduate, Quarter",,,Shock,Leon,L,,fse.hosting@ebsco.org,360-391-3497,,1975-04-02 00:00:00.000Z,98a19d38-2685-4a93-bc41-7d32307b93f5;United States;1291 Boone Crockett Lane;;Bellingham;WA;98225;true;Home Address,001,,2025-12-01 00:00:00.000Z,2022-11-30 13:45:09.823Z,2022-11-30 13:45:09.823Z,,
username:9561,249768dc-3a35-404c-b65a-fb29c072e759,externalsystemid:9561,000009561,true,,"UC Stu/Graduate, Quarter",,,Peralta,William,K,,fse.hosting@ebsco.org,978-291-9462,,1982-12-09 00:00:00.000Z,85d1036d-b8ce-47b0-8085-c8f4c3961bc1;United States;4200 Pearlman Avenue;;Worcester;MA;1608;true;Home Address,001,,2025-12-01 00:00:00.000Z,2022-11-30 13:45:09.983Z,2022-11-30 13:45:09.983Z,,
username:9560,1eb056b7-8b14-4720-843d-72dfe963ae82,externalsystemid:9560,000009560,true,,"UC Stu/Graduate, Quarter",,,Everett,Dustin,A,,fse.hosting@ebsco.org,646-896-7238,,1967-01-12 00:00:00.000Z,84eb9591-78df-4208-9973-7e4d042946ea;United States;362 Forest Avenue;;New York;NY;10011;true;Home Address,001,,2025-12-01 00:00:00.000Z,2022-11-30 13:45:10.007Z,2022-11-30 13:45:10.007Z,,
username:956,d3bf815f-a1ad-4da5-84ce-42a90af7a011,externalsystemid:956,00000956,true,,"UC Stu/Graduate, Quarter",,,Janes,Larry,M,,fse.hosting@ebsco.org,303-796-1110,,1981-12-23 00:00:00.000Z,7af3d757-9604-409e-b4d3-e14e403a4535;United States;2367 McKinley Avenue;;Centennial;CO;80111;true;Home Address,001,,2025-12-01 00:00:00.000Z,2022-11-30 13:45:10.036Z,2022-11-30 13:45:10.036Z,,
username:9559,7ea4ed7e-2160-4f13-a5f7-4925f0b0b241,externalsystemid:9559,000009559,true,,"UC Stu/Graduate, Quarter",,,Douglas,Eli,R,,fse.hosting@ebsco.org,517-554-4228,,1963-03-26 00:00:00.000Z,50f2d082-a50f-4ed7-aa33-8beecb0f6ec8;United States;435 Elk Avenue;;Okemos;MI;48864;true;Home Address,001,,2025-12-01 00:00:00.000Z,2022-11-30 13:45:10.060Z,2022-11-30 13:45:10.060Z,,
username:9558,6492d3dd-790f-495c-a960-effa647898f0,externalsystemid:9558,000009558,true,,"UC Stu/Graduate, Quarter",,,Stiles,Lisa,S,,fse.hosting@ebsco.org,843-853-6138,,1962-07-31 00:00:00.000Z,ddaceb5c-f362-4686-ad94-40316df8c62f;United States;2461 Camden Place;;Charleston;SC;29424;true;Home Address,001,,2025-12-01 00:00:00.000Z,2022-11-30 13:45:10.083Z,2022-11-30 13:45:10.083Z,,
username:9557,755d76de-8966-4507-b9ce-21b6f917cc65,externalsystemid:9557,000009557,true,,"UC Stu/Graduate, Quarter",,,Shear,Enrique,J,,fse.hosting@ebsco.org,718-651-3232,,1965-01-27 00:00:00.000Z,8faaf349-a324-45b3-b70d-5fb998805438;United States;2365 Briercliff Road;;Elmhurst;NY;11373;true;Home Address,001,,2025-12-01 00:00:00.000Z,2022-11-30 13:45:10.109Z,2022-11-30 13:45:10.109Z,,
username:9556,3244ba05-dc1a-4267-83a1-abcb8b7744d8,externalsystemid:9556,000009556,true,,"UC Stu/Graduate, Quarter",,,Andrew,Vernon,L,,fse.hosting@ebsco.org,616-570-1685,,1992-08-26 00:00:00.000Z,b03bb3a3-3bb6-4ae1-97dc-3877c718f1ea;United States;2769 West Street;;Grand Rapids;MI;49546;true;Home Address,001,,2025-12-01 00:00:00.000Z,2022-11-30 13:45:10.326Z,2022-11-30 13:45:10.326Z,,
username:9555,2b7aae4f-426a-4537-8518-106076269ff5,externalsystemid:9555,000009555,true,,"UC Stu/Graduate, Quarter",,,Jones,Tony,H,,fse.hosting@ebsco.org,509-378-8790,,1998-05-29 00:00:00.000Z,ed0c9416-bb3b-469c-92af-756dcbdf95b2;United States;496 Goodwin Avenue;;Spokane Valley;WA;99206;true;Home Address,001,,2025-12-01 00:00:00.000Z,2022-11-30 13:45:10.352Z,2022-11-30 13:45:10.352Z,,
username:9554,f75f4943-918a-44ff-8637-3613ed8c3246,externalsystemid:9554,000009554,true,,"UC Stu/Graduate, Quarter",,,Dollar,Carlos,L,,fse.hosting@ebsco.org,585-755-1966,,1986-01-27 00:00:00.000Z,94d3f9ca-34d2-4112-a670-7da64b38e70d;United States;3563 James Street;;Fairport;NY;14450;true;Home Address,001,,2025-12-01 00:00:00.000Z,2022-11-30 13:45:10.375Z,2022-11-30 13:45:10.375Z,,
username:9553,74897bad-a3ef-48fa-b5e6-8781798657db,externalsystemid:9553,000009553,true,,"UC Stu/Graduate, Quarter",,,Clarke,Charles,M,,fse.hosting@ebsco.org,330-476-6227,,1960-06-17 00:00:00.000Z,402b7779-923f-4599-83d7-c50021433b3d;United States;1090 Rainbow Drive;;Akron;OH;44311;true;Home Address,001,,2025-12-01 00:00:00.000Z,2022-11-30 13:45:10.396Z,2022-11-30 13:45:10.396Z,,
username:9552,4908ff6a-5075-43b5-90ad-817db0792888,externalsystemid:9552,000009552,true,,"UC Stu/Graduate, Quarter",,,Marotta,Kevin,A,,fse.hosting@ebsco.org,781-493-7786,,1995-05-11 00:00:00.000Z,3ec45e3e-c239-428a-a367-0b607c2e492d;United States;1756 Stanton Hollow Road;;Worcester;MA;1610;true;Home Address,001,,2025-12-01 00:00:00.000Z,2022-11-30 13:45:10.420Z,2022-11-30 13:45:10.420Z,,
username:9551,9d6b8862-482a-4bac-bd2f-b05333408fd5,externalsystemid:9551,000009551,true,,"UC Stu/Graduate, Quarter",,,Minor,Sara,M,,fse.hosting@ebsco.org,269-823-4387,,1978-08-18 00:00:00.000Z,84674127-5153-416d-9bf0-ad19de7dc591;United States;4083 Echo Lane;;Kalamazoo;MI;49007;true;Home Address,001,,2025-12-01 00:00:00.000Z,2022-11-30 13:45:10.439Z,2022-11-30 13:45:10.439Z,,
username:9550,dddac0a6-8933-4de4-90f0-019605ec94f0,externalsystemid:9550,000009550,true,,"UC Stu/Graduate, Quarter",,,Maniscalco,Ross,J,,fse.hosting@ebsco.org,615-715-8418,,1982-09-22 00:00:00.000Z,68612bcc-dbb4-43f0-ab35-0da9839979b2;United States;4192 Hidden Pond Road;;Nashville;TN;37211;true;Home Address,001,,2025-12-01 00:00:00.000Z,2022-11-30 13:45:10.462Z,2022-11-30 13:45:10.462Z,,
username:9549,efaa6dd8-fa18-4fa7-a523-2ac63da4e592,externalsystemid:9549,000009549,true,,"UC Stu/Graduate, Quarter",,,Ullman,Joseph,C,,fse.hosting@ebsco.org,267-638-3685,,1968-06-05 00:00:00.000Z,b4969c57-1b21-4350-9c71-d2c62a8290e7;United States;4240 Spring Avenue;;Philadelphia;PA;19123;true;Home Address,001,,2025-12-01 00:00:00.000Z,2022-11-30 13:45:10.485Z,2022-11-30 13:45:10.485Z,,
username:9548,7864a2d7-69a1-4547-940c-36629ff3619c,externalsystemid:9548,000009548,true,,"UC Stu/Graduate, Quarter",,,Fowler,Gene,N,,fse.hosting@ebsco.org,301-215-4643,,1995-06-28 00:00:00.000Z,effc00f8-4504-4b6e-8ea1-1afdf0b5ef5b;United States;3934 Roane Avenue;;Chevy Chase;MD;20815;true;Home Address,001,,2025-12-01 00:00:00.000Z,2022-11-30 13:45:10.562Z,2022-11-30 13:45:10.562Z,,
username:9547,e0d2b7c1-450f-4d93-a334-e021c23fbe2d,externalsystemid:9547,000009547,true,,"UC Stu/Graduate, Quarter",,,Lister,Rhonda,M,,fse.hosting@ebsco.org,605-234-4461,,1981-05-28 00:00:00.000Z,2d7db3cf-9fc9-4863-9631-03eb7e6ccff5;United States;4347 Elsie Drive;;Pukwana;SD;57370;true;Home Address,001,,2025-12-01 00:00:00.000Z,2022-11-30 13:45:10.661Z,2022-11-30 13:45:10.661Z,,
username:9546,b7cfa853-aea6-4ac5-bbc2-3469c66297e4,externalsystemid:9546,000009546,true,,"UC Stu/Graduate, Quarter",,,Huges,Lynn,E,,fse.hosting@ebsco.org,908-830-7030,,1958-07-04 00:00:00.000Z,8bd0fc2e-c3cf-47bf-8b35-1f5c3398f11d;United States;431 Beechwood Avenue;;Red Bank;NJ;7701;true;Home Address,001,,2025-12-01 00:00:00.000Z,2022-11-30 13:45:10.686Z,2022-11-30 13:45:10.686Z,,
username:9545,a151b5eb-23ed-4551-b4cf-c43cffa3d5e8,externalsystemid:9545,000009545,true,,"UC Stu/Graduate, Quarter",,,Norton,William,P,,fse.hosting@ebsco.org,512-638-9921,,1977-04-10 00:00:00.000Z,80da8ba8-6fdd-4c15-ae07-cfb748d7df9a;United States;3213 Valley Lane;;Austin;TX;78744;true;Home Address,001,,2025-12-01 00:00:00.000Z,2022-11-30 13:45:10.707Z,2022-11-30 13:45:10.707Z,,
username:9544,608afbbb-6b5c-4caf-906f-3b437b91cf56,externalsystemid:9544,000009544,true,,"UC Stu/Graduate, Quarter",,,Todd,Calvin,C,,fse.hosting@ebsco.org,208-843-1565,,1961-05-21 00:00:00.000Z,ae7c7f4c-a266-4f74-9819-ed8f844738f5;United States;2207 Modoc Alley;;Lapwai;ID;83540;true;Home Address,001,,2025-12-01 00:00:00.000Z,2022-11-30 13:45:10.725Z,2022-11-30 13:45:10.725Z,,
